column1,Benefit_per_order,Order_City,Order_Country,Order_Customer_Id,order_date_DateOrders,Order_Id,Order_Item_Cardprod_Id,Order_Item_Discount,Order_Item_Discount_Rate,Order_Item_Id,Order_Item_Product_Price,Order_Item_Profit_Ratio,Order_Item_Quantity,Order_Item_Total,Order_Profit_Per_Order,Order_Region,Order_State,Order_Status,Order_Zipcode,Sales,Type,,,,,,,,,,,,,,,,,,,,,,,
642,49.060001373291016,Tegucigalpa,Honduras,8397,37:00.0,4427,365,38.99000168,0.12999999523162842,11090,59.99000168,0.1899999976158142,5,260.9599915,49.06000137,Central America,Francisco Morazán,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
643,71.38999938964844,Managua,Nicaragua,6306,52:00.0,9340,365,44.99000168,0.15000000596046448,23308,59.99000168,0.2800000011920929,5,254.9600067,71.38999939,Central America,Managua,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
644,47.869998931884766,Santiago de los Caballeros,República Dominicana,8002,42:00.0,9331,365,47.99000168,0.1599999964237213,23280,59.99000168,0.1899999976158142,5,251.9600067,47.86999893,Caribbean,Santiago de Chile,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
645,28.12999916,Villa Nueva,Guatemala,12382,59:00.0,58315,365,50.99000168,0.17000000178813934,145934,59.99000168,0.10999999940395355,5,248.9600067,28.12999916,Central America,Guatemala,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
646,62.99000168,San Salvador,El Salvador,7844,39:00.0,54572,365,74.98999786376953,0.25,136489,59.99000168,0.2800000011920929,5,224.9600067,62.99000168,Central America,San Salvador,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
647,59.99000168,Pinar del Río,Cuba,12291,34:00.0,51746,627,0,0,129285,39.99000168,0.30000001192092896,5,199.9499969,59.99000168,Caribbean,Pinar del Río,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
648,90.75,Tegucigalpa,Honduras,6523,16:00.0,4269,502,0,0,10673,50,0.36000001430511475,5,250,90.75,Central America,Francisco Morazán,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
649,34.99000168,Araranguá,Brasil,4078,53:00.0,61346,627,0,0,153470,39.99000168,0.18000000715255737,5,199.9499969,34.99000168,South America,Santa Catarina,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
650,24.75,Santiago de los Caballeros,República Dominicana,4867,59:00.0,1999,502,2.5,0.01,5000,50,0.10000000149011612,5,247.5,24.75,Caribbean,Santiago de Chile,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
651,39.150001525878906,Juárez,México,5301,42:00.0,53576,565,3.5,0.01,133897,70,0.10999999940395355,5,346.5,39.15000153,Central America,Chihuahua,PROCESSING,NULL,350,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
652,-58.31000137,Monterrey,México,4784,32:00.0,57152,502,5,0.019999999552965164,142954,50,-0.239999995,5,245,-58.31000137,Central America,Nuevo León,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
653,42.880001068115234,Puno,Perú,8348,21:00.0,51674,567,2.5,0.019999999552965164,129114,25,0.3499999940395355,5,122.5,42.88000107,South America,Puno,PROCESSING,NULL,125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
654,-36.84000015,São Paulo,Brasil,7446,18:00.0,55336,627,4,0.019999999552965164,138382,39.99000168,-0.189999998,5,195.9499969,-36.84000015,South America,São Paulo,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
655,7.449999809265137,Navegantes,Brasil,11455,41:00.0,53810,627,4,0.019999999552965164,134532,39.99000168,0.039999999,5,195.9499969,7.449999809,South America,Santa Catarina,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
656,48,Mexico City,México,5364,25:00.0,59301,502,10,0.039999999,148446,50,0.20000000298023224,5,240,48,Central America,Distrito Federal,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
657,-52.08000183,Tegucigalpa,Honduras,259,02:00.0,8410,502,10,0.039999999,20995,50,-0.219999999,5,240,-52.08000183,Central America,Francisco Morazán,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
658,78,Tampico,México,11290,29:00.0,8123,502,10,0.039999999,20277,50,0.33000001311302185,5,240,78,Central America,Tamaulipas,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
659,116.37999725341797,La Paz,Bolivia,8517,58:00.0,60567,502,12.5,0.050000001,151598,50,0.49000000953674316,5,237.5,116.3799973,South America,La Paz,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
660,42.529998779296875,Villa Nueva,Guatemala,7701,27:00.0,2203,502,13.75,0.059999999,5523,50,0.18000000715255737,5,236.25,42.52999878,Central America,Guatemala,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
661,62.97999954223633,Matagalpa,Nicaragua,7407,18:00.0,3527,572,20,0.10000000149011612,8768,39.99000168,0.3499999940395355,5,179.9600067,62.97999954,Central America,Matagalpa,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
662,58.79999923706055,Cuscatancingo,El Salvador,5965,17:00.0,2428,627,25.989999771118164,0.12999999523162842,6064,39.99000168,0.3400000035762787,5,173.9600067,58.79999924,Central America,San Salvador,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
663,-40.45999908,Mixco,Guatemala,8677,33:00.0,55174,502,32.5,0.12999999523162842,137981,50,-0.189999998,5,217.5,-40.45999908,Central America,Guatemala,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
664,38.279998779296875,Americana,Brasil,10093,29:00.0,57032,502,32.5,0.12999999523162842,142664,50,0.18000000715255737,5,217.5,38.27999878,South America,São Paulo,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
665,27.190000534057617,Indaial,Brasil,12119,41:00.0,10113,502,32.5,0.12999999523162842,25272,50,0.12999999523162842,5,217.5,27.19000053,South America,Santa Catarina,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
666,-31.87999916,Tijuana,México,8274,09:00.0,52250,502,37.5,0.15000000596046448,130535,50,-0.150000006,5,212.5,-31.87999916,Central America,Baja California,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
667,59.5,Ciudad del Carmen,México,2291,49:00.0,8906,502,37.5,0.15000000596046448,22214,50,0.2800000011920929,5,212.5,59.5,Central America,Campeche,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
668,13.260000228881836,Santana de Parnaíba,Brasil,11310,13:00.0,1386,627,29.989999771118164,0.15000000596046448,3424,39.99000168,0.079999998,5,169.9600067,13.26000023,South America,São Paulo,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
669,33.59000015258789,Limeira,Brasil,155,09:00.0,59226,627,31.989999771118164,0.1599999964237213,148243,39.99000168,0.20000000298023224,5,167.9600067,33.59000015,South America,São Paulo,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
670,60.900001525878906,Valencia,Venezuela,4998,08:00.0,8847,502,40,0.1599999964237213,22094,50,0.28999999165534973,5,210,60.90000153,South America,Carabobo,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
671,-245.9400024,Brasília,Brasil,7720,45:00.0,57929,627,35.99000168,0.18000000715255737,144928,39.99000168,-1.5,5,163.9600067,-245.9400024,South America,Distrito Federal,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
672,58,Querétaro,México,3099,50:00.0,53505,502,50,0.20000000298023224,133703,50,0.28999999165534973,5,200,58,Central America,Querétaro,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
673,30.799999237060547,Santiago de Chile,Chile,5011,25:00.0,55636,565,70,0.20000000298023224,139149,70,0.10999999940395355,5,280,30.79999924,South America,Santiago de Chile,PROCESSING,NULL,350,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
674,18,Tegucigalpa,Honduras,2643,07:00.0,57128,818,0,0,142889,47.99000168,0.079999998,5,239.9499969,18,Central America,Francisco Morazán,PROCESSING,NULL,239.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
675,55.099998474121094,Macapá,Brasil,9501,27:00.0,8728,897,2.5,0.019999999552965164,21771,24.98999977,0.44999998807907104,5,122.4499969,55.09999847,South America,Amapá,PROCESSING,NULL,124.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
676,-14.27999973,Portmore,Jamaica,9760,46:00.0,1105,818,9.600000381469727,0.039999999,2749,47.99000168,-0.059999999,5,230.3500061,-14.27999973,Caribbean,Santa Caterina,PROCESSING,NULL,239.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
677,31.87999916,Tijuana,México,11793,13:00.0,1797,886,6.869999885559082,0.059999999,4490,24.98999977,0.27000001072883606,5,118.0800018,31.87999916,Central America,Baja California,PROCESSING,NULL,124.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
678,53.439998626708984,San Salvador,El Salvador,7273,06:00.0,1634,905,11.25,0.090000004,4065,24.98999977,0.4699999988079071,5,113.6999969,53.43999863,Central America,San Salvador,PROCESSING,NULL,124.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
679,4.53000021,Juárez,México,5301,42:00.0,53576,924,8,0.10000000149011612,133898,15.98999977,0.059999999,5,71.95999908,4.53000021,Central America,Chihuahua,PROCESSING,NULL,79.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
680,11.859999656677246,Indaial,Brasil,12119,41:00.0,10113,893,19.989999771118164,0.1599999964237213,25271,24.98999977,0.10999999940395355,5,104.9599991,11.85999966,South America,Santa Catarina,PROCESSING,NULL,124.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
681,35.619998931884766,Saltillo,México,3329,22:00.0,6176,365,15,0.050000001,15435,59.99000168,0.12999999523162842,5,284.9500122,35.61999893,Central America,Coahuila,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
682,76.43000030517578,Camagüey,Cuba,9429,28:00.0,60460,365,27,0.090000004,151294,59.99000168,0.2800000011920929,5,272.9500122,76.43000031,Caribbean,Camagüey,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
683,40.49000168,Mejicanos,El Salvador,8677,50:00.0,580,365,30,0.10000000149011612,1424,59.99000168,0.15000000596046448,5,269.9599915,40.49000168,Central America,San Salvador,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
684,127.4800033569336,Guantánamo,Cuba,437,25:00.0,56244,365,44.99000168,0.15000000596046448,140672,59.99000168,0.5,5,254.9600067,127.4800034,Caribbean,Guantánamo,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
685,118.05999755859375,Cartago,Colombia,2538,35:00.0,6522,365,53.99000168,0.18000000715255737,16305,59.99000168,0.47999998927116394,5,245.9600067,118.0599976,South America,Valle del Cauca,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
686,-89.98999786,Arequipa,Perú,4280,02:00.0,58298,365,74.98999786376953,0.25,145886,59.99000168,-0.400000006,5,224.9600067,-89.98999786,South America,Arequipa,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
687,87.27999877929688,Atlixco,México,2813,38:00.0,3625,627,6,0.029999999329447746,9026,39.99000168,0.44999998807907104,5,193.9499969,87.27999878,Central America,Puebla,SUSPECTED_FRAUD,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
688,87.12000274658203,Santo Domingo,República Dominicana,4249,01:00.0,52321,502,10,0.039999999,130737,50,0.36000001430511475,5,240,87.12000275,Caribbean,Santo Domingo,SUSPECTED_FRAUD,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
689,60.75,Santo Domingo,República Dominicana,9697,32:00.0,58896,502,25,0.10000000149011612,147424,50,0.27000001072883606,5,225,60.75,Caribbean,Santo Domingo,SUSPECTED_FRAUD,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
690,102.37999725341797,Rio Branco,Brasil,6306,20:00.0,5919,565,35,0.10000000149011612,14727,70,0.33000001311302185,5,315,102.3799973,South America,Acre,SUSPECTED_FRAUD,NULL,350,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
691,74.36000061035156,Ayacucho,Perú,27,01:00.0,52772,502,30,0.11999999731779099,131932,50,0.3400000035762787,5,220,74.36000061,South America,Ayacucho,SUSPECTED_FRAUD,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
692,-190.6499939,Mixco,Guatemala,5274,49:00.0,9063,564,27,0.18000000715255737,22602,30,-1.549999952,5,123,-190.6499939,Central America,Guatemala,SUSPECTED_FRAUD,NULL,150,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
693,98,Vassouras,Brasil,11273,27:00.0,61419,502,50,0.20000000298023224,153614,50,0.49000000953674316,5,200,98,South America,Río de Janeiro,SUSPECTED_FRAUD,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
694,52.49000168,Rio Branco,Brasil,6306,20:00.0,5919,627,49.99000168,0.25,14724,39.99000168,0.3499999940395355,5,149.9600067,52.49000168,South America,Acre,SUSPECTED_FRAUD,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
695,-101.2399979,Hyderabad,India,9495,54:00.0,27742,191,50,0.10000000149011612,69461,99.98999786,-0.230000004,5,449.9599915,-101.2399979,South Asia,Telangana,CANCELED,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
696,63.74000168,Jiangyan,China,4841,37:00.0,24453,191,74.98999786376953,0.15000000596046448,61194,99.98999786,0.15000000596046448,5,424.9599915,63.74000168,Eastern Asia,Jiangsu,CANCELED,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
697,101.23999786376953,Christchurch,Nueva Zelanda,9803,07:00.0,31145,191,124.98999786376953,0.25,77830,99.98999786,0.27000001072883606,5,374.9599915,101.2399979,Oceania,Canterbury,CANCELED,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
698,13.550000190734863,Masterton,Nueva Zelanda,8422,57:00.0,30802,37,20.989999771118164,0.11999999731779099,76951,34.99000168,0.090000004,5,153.9600067,13.55000019,Oceania,Wellington,PENDING,NULL,174.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
699,47.99000168,Daqing,China,7391,48:00.0,25875,282,0,0,64767,31.98999977,0.30000001192092896,5,159.9499969,47.99000168,Eastern Asia,Heilongjiang,PENDING,NULL,159.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
700,-34.95000076,Albury,Australia,11426,20:00.0,30589,172,0,0,76457,30,-0.230000004,5,150,-34.95000076,Oceania,Nueva Gales del Sur,PENDING,NULL,150,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
701,151.97999572753906,Manila,Filipinas,11664,42:00.0,20931,191,25,0.050000001,52295,99.98999786,0.3199999928474426,5,474.9500122,151.9799957,Southeast Asia,Capital Nacional,PENDING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
702,-283.4700012,Bagdad,Irak,5339,28:00.0,45646,191,27.5,0.059999999,114090,99.98999786,-0.600000024,5,472.4500122,-283.4700012,West Asia,Bagdad,PENDING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
703,145.52999877929688,Valenzuela,Filipinas,3204,44:00.0,29731,191,35,0.07,74379,99.98999786,0.3100000023841858,5,464.9500122,145.5299988,Southeast Asia,Capital Nacional,PENDING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
704,-790.4199829,Mersin,Turquía,4438,20:00.0,42777,191,35,0.07,106778,99.98999786,-1.700000048,5,464.9500122,-790.4199829,West Asia,Mersin,PENDING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
705,207.47999572753906,Antipolo,Filipinas,5243,58:00.0,23886,191,84.98999786376953,0.17000000178813934,59793,99.98999786,0.5,5,414.9599915,207.4799957,Southeast Asia,Calabarzón,PENDING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
706,32.790000915527344,Borujerd,Irán,5089,00:00.0,43561,276,28.790000915527344,0.18000000715255737,108786,31.98999977,0.25,5,131.1600037,32.79000092,South Asia,Lorestan,PENDING,NULL,159.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
707,-349.9700012,Izmir,Turquía,6073,14:00.0,47846,191,99.98999786376953,0.20000000298023224,119635,99.98999786,-0.879999995,5,399.9599915,-349.9700012,West Asia,Izmir,PENDING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
708,95.80999755859375,Jaipur,India,8992,09:00.0,21192,365,16.5,0.059999999,53007,59.99000168,0.3400000035762787,5,283.4500122,95.80999756,South Asia,Rajastán,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
709,79.37000274658203,Ho Chi Minh City,Vietnam,6466,13:00.0,23156,365,16.5,0.059999999,57969,59.99000168,0.2800000011920929,5,283.4500122,79.37000275,Southeast Asia,Ciudad Ho Chi Minh,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
710,86.18000030517578,Shulan,China,1962,21:00.0,22811,365,44.99000168,0.15000000596046448,57092,59.99000168,0.3400000035762787,5,254.9600067,86.18000031,Eastern Asia,Jilin,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
711,-97.65000153,Sydney,Australia,11438,42:00.0,25418,365,44.99000168,0.15000000596046448,63668,59.99000168,-0.379999995,5,254.9600067,-97.65000153,Oceania,Nueva Gales del Sur,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
712,-420.6799927,Antalya,Turquía,9524,04:00.0,47092,365,44.99000168,0.15000000596046448,117694,59.99000168,-1.649999976,5,254.9600067,-420.6799927,West Asia,Antalya,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
713,124.93000030517578,Bagdad,Irak,2078,38:00.0,42658,365,44.99000168,0.15000000596046448,106479,59.99000168,0.49000000953674316,5,254.9600067,124.9300003,West Asia,Bagdad,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
714,88.19000244140625,Daca,Bangladés,2464,38:00.0,23494,365,47.99000168,0.1599999964237213,58784,59.99000168,0.3499999940395355,5,251.9600067,88.19000244,South Asia,Daca,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
715,90.37000274658203,Shantou,China,11426,39:00.0,27316,365,50.99000168,0.17000000178813934,68417,59.99000168,0.36000001430511475,5,248.9600067,90.37000275,Eastern Asia,Guangdong,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
716,74.69000244140625,Manila,Filipinas,11664,42:00.0,20931,365,50.99000168,0.17000000178813934,52296,59.99000168,0.30000001192092896,5,248.9600067,74.69000244,Southeast Asia,Capital Nacional,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
717,89.27999877929688,Semarang,Indonesia,3770,23:00.0,27555,365,53.99000168,0.18000000715255737,68975,59.99000168,0.36000001430511475,5,245.9600067,89.27999878,Southeast Asia,Java Central,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
718,95.01999664,Newcastle,Australia,1306,28:00.0,28657,627,2,0.01,71724,39.99000168,0.47999998927116394,5,197.9499969,95.01999664,Oceania,Nueva Gales del Sur,PENDING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
719,7.429999828338623,Bagdad,Irak,10811,41:00.0,47011,502,2.5,0.01,117485,50,0.029999999329447746,5,247.5,7.429999828,West Asia,Bagdad,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
720,27.690000534057617,Izmir,Turquía,6073,14:00.0,47846,502,5,0.019999999552965164,119639,50,0.10999999940395355,5,245,27.69000053,West Asia,Izmir,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
721,90.22000122070312,Nantong,China,12033,46:00.0,21973,627,8,0.039999999,54960,39.99000168,0.4699999988079071,5,191.9499969,90.22000122,Eastern Asia,Jiangsu,PENDING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
722,92.62999725341797,Taizz,Yemen,9248,03:00.0,50226,502,12.5,0.050000001,125535,50,0.38999998569488525,5,237.5,92.62999725,West Asia,Taiz,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
723,14.960000038146973,Bagdad,Irak,2214,58:00.0,44617,502,12.5,0.050000001,111395,50,0.059999999,5,237.5,14.96000004,West Asia,Bagdad,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
724,59.060001373291016,Yangzhou,China,6738,33:00.0,21196,502,13.75,0.059999999,53018,50,0.25,5,236.25,59.06000137,Eastern Asia,Jiangsu,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
725,72.08000183105469,Asahikawa,Japón,5074,30:00.0,21193,502,17.5,0.07,53008,50,0.3100000023841858,5,232.5,72.08000183,Eastern Asia,Hokkaido,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
726,-55.34000015,Valencia,Filipinas,9148,10:00.0,26073,502,17.5,0.07,65260,50,-0.239999995,5,232.5,-55.34000015,Southeast Asia,Mindanao Septentrional,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
727,82.98999786376953,Khouribga,Marruecos,3497,42:00.0,44425,191,67.98999786376953,0.17000000178813934,110912,99.98999786,0.25,4,331.9700012,82.98999786,North Africa,Chauía-Uardiga,PROCESSING,NULL,399.9599914550781,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
728,103.91000366210938,Lagos,Nigeria,10066,13:00.0,49570,191,67.98999786376953,0.17000000178813934,123876,99.98999786,0.3100000023841858,4,331.9700012,103.9100037,West Africa,Lagos,PROCESSING,NULL,399.9599914550781,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
729,76.43000030517578,Hurghada,Egipto,4248,48:00.0,42099,365,21.600000381469727,0.090000004,105110,59.99000168,0.3499999940395355,4,218.3600006,76.43000031,North Africa,Al Bahr al Ahmar,PROCESSING,NULL,239.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
730,65.51000213623047,Accra,Ghana,6473,56:00.0,47731,365,21.600000381469727,0.090000004,119355,59.99000168,0.30000001192092896,4,218.3600006,65.51000214,West Africa,Gran Accra,PROCESSING,NULL,239.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
731,76.01999664,Boghni,Argelia,12288,13:00.0,46062,365,28.799999237060547,0.11999999731779099,115136,59.99000168,0.36000001430511475,4,211.1600037,76.01999664,North Africa,Tizi Ouzou,PROCESSING,NULL,239.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
732,-154.7799988,Meknes,Marruecos,7764,25:00.0,44938,365,28.799999237060547,0.11999999731779099,112233,59.99000168,-0.730000019,4,211.1600037,-154.7799988,North Africa,Mequinez-Tafilalet,PROCESSING,NULL,239.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
733,71.38999938964844,Abidjan,Costa de Marfil,11720,54:00.0,50688,365,35.99000168,0.15000000596046448,126673,59.99000168,0.3499999940395355,4,203.9700012,71.38999939,West Africa,Lagunes,PROCESSING,NULL,239.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
734,65.51000213623047,Thika,Kenia,3935,26:00.0,49445,365,38.38999938964844,0.1599999964237213,123581,59.99000168,0.33000001311302185,4,201.5700073,65.51000214,East Africa,Central,PROCESSING,NULL,239.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
735,72.84999847,Cairo,Egipto,8792,27:00.0,47938,627,1.600000023841858,0.01,119885,39.99000168,0.46000000834465027,4,158.3600006,72.84999847,North Africa,El Cairo,PROCESSING,NULL,159.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
736,60.18000030517578,Ad Diwem,Sudán,10416,23:00.0,45249,627,1.600000023841858,0.01,113056,39.99000168,0.3799999952316284,4,158.3600006,60.18000031,North Africa,Nilo Blanco,PROCESSING,NULL,159.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
737,93.12000274658203,Abu Kabir,Egipto,424,58:00.0,41874,502,6,0.029999999329447746,104525,50,0.47999998927116394,4,194,93.12000275,North Africa,Ash Sharqiyah,PROCESSING,NULL,200,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
738,87.41999816894531,Alexandria,Egipto,10031,10:00.0,41572,502,14,0.07,103766,50,0.4699999988079071,4,186,87.41999817,North Africa,Alejandría,PROCESSING,NULL,200,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
739,45,Boghni,Argelia,12288,13:00.0,46062,502,20,0.10000000149011612,115138,50,0.25,4,180,45,North Africa,Tizi Ouzou,PROCESSING,NULL,200,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
740,69.58000183105469,Casablanca,Marruecos,10819,47:00.0,41785,627,20.790000915527344,0.12999999523162842,104306,39.99000168,0.5,4,139.1699982,69.58000183,North Africa,Gran Casablanca,PROCESSING,NULL,159.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
741,40.36000061035156,Sale,Marruecos,5418,18:00.0,42971,627,20.790000915527344,0.12999999523162842,107336,39.99000168,0.28999999165534973,4,139.1699982,40.36000061,North Africa,Rabat-Salé-Zemur-Zaer,PROCESSING,NULL,159.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
742,-290.5,Kalemie,República Democrática del Congo,7272,59:00.0,44677,502,34,0.17000000178813934,111568,50,-1.75,4,166,-290.5,Central Africa,Katanga,PROCESSING,NULL,200,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
743,-265.6000061,Wad Madani,Sudán,5329,39:00.0,43266,502,34,0.17000000178813934,108079,50,-1.600000024,4,166,-265.6000061,North Africa,Gezira,PROCESSING,NULL,200,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
744,15,Abidjan,Costa de Marfil,11720,54:00.0,50688,627,27.190000534057617,0.17000000178813934,126672,39.99000168,0.10999999940395355,4,132.7700043,15,West Africa,Lagunes,PROCESSING,NULL,159.9600067138672,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
